caption,likes,comments,saves,shares,reach,impressions,watch_time,followers,hashtags,timestamp,content_type,topic,posting_hour,day_of_week,posting_time,engagement_score,estimated_likes_uplift,estimated_reach_uplift,post_description
The quiet forest floor is a whole ecosystem 🍄,3663,531,1936,452,33832,78304,22.92,66455,#naturetherapy #naturelovers #forestwalk #conservation,2025-01-15 04:02:41,carousel,nature,4,Wednesday,night,14867.72,-28.67,-26.9,quiet forest floor whole ecosystem naturetherapy
The quiet summit registers the real world 🏔,727,71,360,44,8232,14266,5.61,29962,#naturelover #hikinglife #conservation #treelife,2025-06-16 11:29:22,reel,nature,11,Monday,morning,2778.58,-85.84,-82.21,quiet summit registers real world naturelover
Every leaf holds a dewy story 🍂,6103,518,1824,1231,78228,236676,12.82,29097,#backcountry #naturephotography #naturegram #adventureseeker,2025-03-20 21:47:43,image,nature,21,Thursday,evening,26279.68,18.84,69.03,every leaf holds dewy story backcountry
Sundown from a verdant rocky outcrop 🌅,5197,821,1179,702,18837,44447,17.41,23111,#landscape #trailrunning #earthpix #greenvibes,2025-03-10 03:51:16,carousel,nature,3,Monday,night,13115.26,1.2,-59.3,sundown from verdant rocky outcrop landscape
Trees so alpine they block out the moon 🌑,8248,376,1694,1493,50852,152521,3.13,24887,#naturetherapy #getoutside #earthday #wilderness,2025-12-17 11:08:38,reel,nature,11,Wednesday,morning,24927.23,60.61,9.88,trees alpine they block moon naturetherapy
Afternoon light on mossy fern beds 🌿,5783,317,1441,978,63643,165508,27.02,69154,#nature #exploreoutdoors #naturegram #gooutside,2025-10-31 00:23:39,reel,nature,0,Friday,night,21187.39,12.61,37.52,afternoon light mossy fern beds nature
The misty light at the forest edge 🌳,1291,194,163,279,10868,31386,18.96,67515,#earthpix #naturelover #wilderness #scenery,2025-08-27 15:38:05,reel,nature,15,Wednesday,afternoon,4101.98,-74.86,-76.52,misty light forest edge earthpix naturelover
A cloud-draped dusk hike to the meadow 🌅,4074,502,2311,931,34373,69106,24.61,36447,#mountainlife #naturelovers #exploreoutdoors #wildnature,2025-04-21 23:31:02,carousel,nature,23,Monday,night,17591.83,-20.67,-25.73,cloud draped dusk hike meadow mountainlife
A frost-kissed hot spring deep in the backcountry 💧,888,140,343,127,10981,22981,17.48,16656,#mountainlife #greenworld #naturevibes #wilderness,2025-06-13 09:33:41,image,nature,9,Friday,morning,3536.48,-82.71,-76.27,frost kissed spring deep backcountry mountainlife
The frost-kissed tundra is fragile and ancient 🌿,4534,163,1637,391,56232,149496,19.83,20730,#trailrunning #hiking #getoutside #backcountry,2025-06-27 04:06:47,image,nature,4,Friday,night,17914.48,-11.71,21.5,frost kissed tundra fragile ancient trailrunning
Rain on peaceful leaves sounds like applause 🌧,3342,531,1816,642,41800,134331,28.69,42408,#landscape #greenworld #greenvibes #wildnature,2025-01-09 06:16:55,reel,nature,6,Thursday,morning,16835.93,-34.92,-9.68,rain peaceful leaves sounds like landscape
Wandering sunlit trails alone today 🥾,6734,1080,3287,1060,65770,225016,3.53,41517,#nationalpark #getoutside #exploreoutdoors #naturelover,2025-04-25 08:18:06,image,nature,8,Friday,morning,29813.98,31.13,42.11,wandering sunlit trails alone today nationalpark
The serene river bend at the last light 🌊,2007,82,967,588,6756,16106,22.98,73315,#earthday #hikinglife #wildbeauty #treelife,2025-09-06 15:27:51,carousel,nature,15,Saturday,afternoon,7492.98,-60.92,-85.4,serene river bend last light earthday
The breathtaking undergrowth hides entire worlds 🌿,4456,620,2468,947,61413,156014,20.4,58330,#naturegram #naturevibes #naturelover #landscape,2025-09-18 06:13:07,image,nature,6,Thursday,morning,22452.07,-13.23,32.7,breathtaking undergrowth hides entire worlds naturegram
Standing in a lush old-growth forest 🌲,5234,1029,2884,1002,42969,67026,24.53,21066,#adventureseeker #scenery #naturetherapy #hiking,2025-02-15 18:01:29,reel,nature,18,Saturday,evening,21051.230000000003,1.92,-7.15,standing lush growth forest adventureseeker scenery
The shadowed tundra is fragile and ancient 🌿,7391,501,3634,1076,55724,128936,4.04,68655,#earthday #hiking #wildbeauty #naturetherapy,2025-09-14 16:12:28,reel,nature,16,Sunday,afternoon,28175.28,43.92,20.41,shadowed tundra fragile ancient earthday hiking
Nature finds a way to soothe every time 🌱,880,149,476,212,11164,23750,11.43,42862,#hikinglife #exploreoutdoors #naturetherapy #greenvibes,2025-09-18 23:36:08,reel,nature,23,Thursday,night,4214.7,-82.86,-75.88,nature finds soothe every time hikinglife
The dewy valley floor stretched for miles 🏕,2843,179,1416,363,25895,71265,3.14,45525,#getoutside #forestwalk #treelife #earthday,2025-02-27 20:20:01,reel,nature,20,Thursday,evening,11612.7,-44.64,-44.05,dewy valley floor stretched miles getoutside
A breathtaking hot spring deep in the backcountry 💧,4449,569,2463,655,66651,115544,29.43,99999,#nature #hiking #backcountry #naturegram,2025-06-18 15:29:09,carousel,nature,15,Wednesday,afternoon,20601.87,-13.37,44.02,breathtaking spring deep backcountry nature hiking
A dewy spring rain on dusty trails 🌧,10917,876,6383,2877,39028,63711,16.78,23819,#naturelovers #hiking #earthpix #nationalpark,2025-08-26 15:13:36,image,nature,15,Tuesday,afternoon,42559.73,112.58,-15.67,dewy spring rain dusty trails naturelovers
Found a vibrant spring bubbling from rock 💧,6288,1096,1639,1026,77240,249160,16.61,99999,#naturelovers #wildnature #wilderness #naturevibes,2025-01-29 09:55:36,image,nature,9,Wednesday,morning,25619.8,22.44,66.9,found vibrant spring bubbling from naturelovers
This cathedral trail has no crowds ever 🥾,4741,282,1137,256,42399,101138,9.88,89325,#wilderness #wildbeauty #naturephotography #trailrunning,2025-05-24 01:22:26,reel,nature,1,Saturday,night,14074.09,-7.68,-8.39,this cathedral trail crowds ever wilderness
The cathedral tundra is fragile and ancient 🌿,19776,2372,2887,5302,231376,729299,27.84,86080,#hiking #wildbeauty #naturevibes #scenery,2025-01-08 13:24:12,reel,nature,13,Wednesday,afternoon,77790.77,285.09,399.95,cathedral tundra fragile ancient hiking wildbeauty
The windswept canopy overhead blocks everything 🌴,4020,643,447,1142,44604,90349,29.17,87098,#mountainlife #conservation #naturevibes #naturelovers,2025-10-26 16:39:14,reel,nature,16,Sunday,afternoon,13727.67,-21.72,-3.62,windswept canopy overhead blocks everything mountainlife
Clouds rolling over still ridgelines 🌁,3547,271,1622,329,25314,86625,5.04,49669,#naturelover #naturelovers #conservation #wildbeauty,2025-12-28 17:09:09,image,nature,17,Sunday,evening,13264.45,-30.93,-45.3,clouds rolling over still ridgelines naturelover
Following tranquil trails through the brush 🥾,1955,78,928,214,17906,50839,5.71,99999,#naturelovers #naturevibes #outdoors #nature,2025-05-28 12:16:04,carousel,nature,12,Wednesday,afternoon,7801.47,-61.93,-61.31,following tranquil trails through brush naturelovers
The windswept coastline from the cliff trail 🌊,1116,112,609,207,7460,20030,22.33,99999,#scenery #treelife #greenvibes #earthpix,2025-03-26 18:16:19,reel,nature,18,Wednesday,evening,4537.9,-78.27,-83.88,windswept coastline from cliff trail scenery
Stars above a open ridgeline tonight 🌟,5430,607,3184,399,34234,119471,8.62,22705,#naturephotography #wildbeauty #backcountry #treelife,2025-04-25 04:25:56,reel,nature,4,Friday,night,21474.83,5.74,-26.03,stars above open ridgeline tonight naturephotography
The towering forest at midday is cathedral quiet 🌲,4634,183,791,768,57884,164075,6.77,15444,#nationalpark #greenvibes #treelife #hikinglife,2025-07-27 10:56:07,reel,nature,10,Sunday,morning,17127.45,-9.76,25.07,towering forest midday cathedral quiet nationalpark
Wild and lush just like i prefer 🦋,6314,684,3222,1162,32761,90306,9.31,79767,#nationalpark #outdoors #wilderness #naturelovers,2025-12-08 01:14:40,carousel,nature,1,Monday,night,23813.23,22.95,-29.21,wild lush just like prefer nationalpark
Following windswept trails through the brush 🥾,1464,235,649,233,17706,57246,8.49,52467,#earthday #landscape #trailrunning #nationalpark,2025-07-10 19:18:08,image,nature,19,Thursday,evening,6712.68,-71.49,-61.74,following windswept trails through brush earthday
Rain on ancient leaves sounds like applause 🌧,19776,3940,6016,2662,195171,468271,22.69,37117,#backcountry #naturegram #outdoors #earthday,2025-09-22 16:20:10,carousel,nature,16,Monday,afternoon,69616.68,285.09,321.72,rain ancient leaves sounds like backcountry
The cloud-draped river bend at the last light 🌊,836,119,499,136,9531,21971,28.27,99999,#earthday #trailrunning #wilderness #naturetherapy,2025-06-06 10:11:40,reel,nature,10,Friday,morning,3876.68,-83.72,-79.41,cloud draped river bend last earthday
Nature walks teach temperate lessons about patience 🌿,19776,450,9537,2848,93412,263218,6.79,49120,#getoutside #exploreoutdoors #wildbeauty #backcountry,2025-11-04 17:44:26,reel,nature,17,Tuesday,evening,69498.14,285.09,101.84,nature walks teach temperate lessons getoutside
A shadowed log bridge over a rushing stream 🌊,10034,1426,4312,538,70444,244986,28.24,99999,#landscape #hiking #outdoors #naturelovers,2025-06-02 18:21:02,image,nature,18,Monday,evening,35455.78,95.39,52.21,shadowed bridge over rushing stream landscape
A peaceful dusk hike to the meadow 🌅,1222,230,166,235,8466,19436,14.79,37536,#trailrunning #naturelovers #naturegram #wilderness,2025-10-27 01:45:39,image,nature,1,Monday,night,3431.38,-76.2,-81.71,peaceful dusk hike meadow trailrunning naturelovers
The deciduous grasses dance in the wind 🌾,13056,1726,4842,3209,175171,596662,5.55,99999,#getoutside #hiking #forestwalk #naturelover,2025-06-16 23:31:39,reel,nature,23,Monday,night,63867.41,154.23,278.51,deciduous grasses dance wind getoutside hiking
The misty forest floor is a whole ecosystem 🍄,5857,1004,1854,1345,67947,135998,29.13,30215,#naturevibes #mountainlife #trailrunning #naturelover,2025-09-15 05:12:35,image,nature,5,Monday,morning,22931.29,14.05,46.82,misty forest floor whole ecosystem naturevibes
Every dense petal holds a universe 🌸,19776,2565,7451,1315,79265,173872,19.53,36605,#adventureseeker #naturevibes #landscape #backcountry,2025-10-13 14:39:18,image,nature,14,Monday,afternoon,55253.41,285.09,71.27,every dense petal holds universe adventureseeker
Sundown from a misty rocky outcrop 🌅,1993,371,433,370,16683,40960,17.1,59176,#mountainlife #wilderness #gooutside #naturelovers,2025-05-19 14:54:07,image,nature,14,Monday,afternoon,6464.95,-61.19,-63.95,sundown from misty rocky outcrop mountainlife
A rugged stream ran between ancient stones 🏔,19244,2683,6364,3898,171457,443036,26.0,78408,#getoutside #naturelovers #naturevibes #trailrunning,2025-09-01 19:41:49,image,nature,19,Monday,evening,71893.93,274.73,270.48,rugged stream between ancient stones getoutside
The peaceful pine needles carpet everything 🌲,4904,271,2928,292,52569,112314,16.68,63247,#nationalpark #wildbeauty #landscape #naturegram,2025-08-13 00:12:19,carousel,nature,0,Wednesday,night,20561.870000000003,-4.51,13.59,peaceful pine needles carpet everything nationalpark
Found a sunlit spring bubbling from rock 💧,3140,92,736,180,43132,95783,29.85,66634,#hiking #wilderness #exploreoutdoors #naturelover,2025-05-24 04:21:18,carousel,nature,4,Saturday,night,10918.09,-38.86,-6.8,found sunlit spring bubbling from hiking
The ancient wilderness is calling me 🍃,143,22,38,20,860,2896,13.01,41642,#outdoors #forestwalk #adventureseeker #earthday,2025-03-10 07:34:26,image,nature,7,Monday,morning,446.88,-97.22,-98.14,ancient wilderness calling outdoors forestwalk adventureseeker
Every cool wildflower here has a name 🌸,3982,461,1545,467,30647,99073,26.26,26028,#outdoors #wilderness #naturelover #wildbeauty,2025-09-23 10:55:12,reel,nature,10,Tuesday,morning,14522.54,-22.46,-33.78,every cool wildflower here name outdoors
Wandering quiet trails alone today 🥾,4739,675,1250,868,33432,116301,15.53,43806,#treelife #outdoors #forestwalk #naturelovers,2025-09-23 19:42:57,carousel,nature,19,Tuesday,evening,16253.63,-7.72,-27.76,wandering quiet trails alone today treelife
Every emerald season here is the best season 🍁,19776,2868,5372,3994,222227,378772,26.09,99999,#greenworld #outdoors #treelife #naturelover,2025-12-04 05:27:44,image,nature,5,Thursday,morning,70348.51,285.09,380.18,every emerald season here best greenworld
A primordial cliff edge with endless views 🏔,1704,114,499,447,11744,31940,23.17,45118,#scenery #nature #wilderness #hikinglife,2025-07-21 12:49:28,image,nature,12,Monday,afternoon,6087.4,-66.82,-74.62,primordial cliff edge with endless scenery
Standing in a towering old-growth forest 🌲,2727,360,1469,745,35156,57972,25.31,38238,#naturelover #nature #earthpix #wildnature,2025-09-01 22:34:29,carousel,nature,22,Monday,night,12865.96,-46.9,-24.04,standing towering growth forest naturelover nature
A remote sunrise rewarded my early alarm 🌅,3766,553,1472,441,13001,41305,7.89,32303,#outdoors #naturephotography #earthpix #naturegram,2025-11-20 12:21:04,carousel,nature,12,Thursday,afternoon,11394.2,-26.67,-71.91,remote sunrise rewarded early alarm outdoors
The open earth beneath my feet grounds me 🌍,767,60,117,178,5670,18553,24.89,69043,#wildnature #gooutside #greenvibes #landscape,2025-11-18 09:47:05,carousel,nature,9,Tuesday,morning,2492.09,-85.06,-87.75,open earth beneath feet grounds wildnature
The temperate plateau stretches to the horizon 🏜,6345,1099,779,1839,39269,125394,21.52,31496,#greenvibes #naturelover #exploreoutdoors #naturetherapy,2025-06-23 17:23:18,image,nature,17,Monday,evening,19924.27,23.55,-15.15,temperate plateau stretches horizon greenvibes naturelover
A wild woodland creek at full flood 🌊,8729,776,3182,2613,99099,252448,17.72,34635,#naturephotography #getoutside #scenery #outdoors,2025-06-27 08:07:40,image,nature,8,Friday,morning,38642.39,69.98,114.13,wild woodland creek full flood naturephotography
A remote hot spring deep in the backcountry 💧,4039,694,1467,1066,28999,52939,5.83,76971,#nature #forestwalk #scenery #wildbeauty,2025-04-02 06:27:04,carousel,nature,6,Wednesday,morning,14676.12,-21.35,-37.34,remote spring deep backcountry nature forestwalk
The hidden undergrowth hides entire worlds 🌿,2863,357,881,683,27103,55807,26.15,62950,#naturetherapy #naturephotography #landscape #backcountry,2025-10-28 04:11:17,reel,nature,4,Tuesday,night,10584.36,-44.25,-41.44,hidden undergrowth hides entire worlds naturetherapy
The quiet pine needles carpet everything 🌲,1604,112,667,374,12933,28807,26.27,43999,#naturegram #landscape #trailrunning #adventureseeker,2025-09-17 22:27:56,image,nature,22,Wednesday,night,6237.860000000001,-68.77,-72.05,quiet pine needles carpet everything naturegram
Nature's coastal blueprint is flawless 🌿,2328,452,1178,365,16266,28827,25.83,32512,#wildbeauty #wildnature #naturevibes #conservation,2025-02-16 01:58:14,reel,nature,1,Sunday,night,8635.11,-54.67,-64.85,nature coastal blueprint flawless wildbeauty wildnature
Every leaf holds a peaceful story 🍂,2411,302,1300,164,14073,39197,25.12,20915,#exploreoutdoors #wildnature #scenery #wilderness,2025-03-31 03:46:44,reel,nature,3,Monday,night,8682.56,-53.05,-69.59,every leaf holds peaceful story exploreoutdoors
Finding peace in whispering green landscapes 🌾,1653,93,688,312,8572,14578,10.49,41911,#nature #landscape #hikinglife #naturephotography,2025-07-22 15:24:23,image,nature,15,Tuesday,afternoon,5518.9400000000005,-67.81,-81.48,finding peace whispering green landscapes nature
Every rugged season here is the best season 🍁,2192,240,1151,652,12417,29776,19.85,42923,#greenworld #naturevibes #mountainlife #hikinglife,2025-02-25 22:51:06,carousel,nature,22,Tuesday,night,9115.13,-57.32,-73.17,every rugged season here best greenworld
A cool grove of aspens in gold 🍂,2768,119,1447,819,31677,105753,10.06,63811,#wilderness #naturetherapy #wildbeauty #trailrunning,2025-01-03 11:19:46,reel,nature,11,Friday,morning,14322.44,-46.1,-31.55,cool grove aspens gold wilderness naturetherapy
Every dewy petal holds a universe 🌸,8513,181,2148,622,64067,97140,4.52,34290,#naturevibes #wildbeauty #adventureseeker #nationalpark,2025-09-08 13:12:51,reel,nature,13,Monday,afternoon,22940.55,65.77,38.43,every dewy petal holds universe naturevibes
Trees so emerald they block out the moon 🌑,703,17,128,118,6484,10855,14.77,27636,#earthpix #mountainlife #earthday #gooutside,2025-05-14 23:41:57,reel,nature,23,Wednesday,night,2090.85,-86.31,-85.99,trees emerald they block moon earthpix
The remote roots of this tree span centuries 🌳,1661,201,386,139,8067,21316,2.92,40394,#gooutside #landscape #forestwalk #trailrunning,2025-05-22 01:09:06,reel,nature,1,Thursday,night,4278.83,-67.66,-82.57,remote roots this tree span gooutside
